# data.go.kr 활용신청 endpoint 인테이크 (자동 수집됨)
# 수집일: 2026-05-12 · data.go.kr 마이페이지 자동 순회
# 컬럼: dataName <TAB> endpoint <TAB> format <TAB> status
# ⛔ 인증키는 절대 포함하지 않음
공정거래위원회_가맹정보_브랜드 가맹점 목록 정보 제공 서비스	https://apis.data.go.kr/1130000/FftcbrandfrcslistinfoService	JSON+XML	승인
공정거래위원회_가맹정보_가맹본부 등록 목록 정보 제공 서비스	https://apis.data.go.kr/1130000/FftcJnghdqrtrsRgsInfo2_Service	JSON+XML	승인
공정거래위원회_가맹정보_업종별 창업비용 현황 제공 서비스	https://apis.data.go.kr/1130000/FftcSclasIndutyFntnStatsService	JSON+XML	승인
공정거래위원회_가맹정보_브랜드별 창업 금액 현황 제공 서비스	https://apis.data.go.kr/1130000/FftcBrandFntnStatsService	JSON+XML	승인
공정거래위원회_가맹정보_브랜드 가맹점 단위면적당 평균 매출액정보 제공 서비스	https://apis.data.go.kr/1130000/FftcBrandFrcsUnitAvrSalInfo2_Service	JSON+XML	승인
공정거래위원회_가맹정보_지역별 업종별 평균 매출액 현황 제공 서비스	https://apis.data.go.kr/1130000/FftcAreaIndutyAvrStatsService	JSON+XML	승인
공정거래위원회_가맹정보_브랜드 목록 정보 제공 서비스	https://apis.data.go.kr/1130000/FftcBrandRlsInfo2_Service	JSON+XML	승인
공정거래위원회_가맹정보_가맹본부 일반 정보 상세 제공 서비스	https://apis.data.go.kr/1130000/FftcJnghdqrtrsGnrlDtl2_Service	JSON+XML	승인
공정거래위원회_가맹정보_브랜드 가맹점 및 직영점정보 제공 서비스	https://apis.data.go.kr/1130000/FftcBrandFrcsDropInfo2_Service	JSON+XML	승인
공정거래위원회_가맹정보_브랜드별 가맹점 현황 제공 서비스	https://apis.data.go.kr/1130000/FftcBrandFrcsStatsService	JSON+XML	승인
